content,score,label,reviewCreatedVersion,at,appVersion,content_lower_case
update ae promo jarang blog tlol,1,0,5.8.2001,2025-10-04 11:12:15,5.8.2001,update ae promo jarang blog tlol
sangat mudah dan simpel di gunakan,5,1,5.33.1,2025-10-04 11:12:11,5.33.1,sangat mudah dan simpel di gunakan
tiap kali saya pesan grab car selalu lama dan kadang drivernya juga ga sopan dan saya ga mau pake grab lagi pake aplikasi yg lain saja lebih murah dan mudah,1,0,5.33.1,2025-10-04 11:08:19,5.33.1,tiap kali saya pesan grab car selalu lama dan kadang drivernya juga ga sopan dan saya ga mau pake grab lagi pake aplikasi yg lain saja lebih murah dan mudah
ga lgi2 dh pke gojek driver dicht gbls di call gabisa cs gda tanggepan pesen instant tp driver ga jalan2 di map sampe 3 jam. dr gojeknya jg gda tanggung jwb apa2 aneh aneh mending pake grab,1,0,5.33.1,2025-10-04 11:06:59,5.33.1,ga lgi2 dh pke gojek driver dicht gbls di call gabisa cs gda tanggepan pesen instant tp driver ga jalan2 di map sampe 3 jam dr gojeknya jg gda tanggung jwb apa2 aneh aneh mending pake grab
sangat membantu,5,1,,2025-10-04 11:05:54,,sangat membantu
siip,5,1,,2025-10-04 10:46:14,,siip
"Saran kalau semisal kita dapat driver posisi aplikasi mereka ON tolong jangan diterima secara otomatis. Terutama utk Go-Car, saya dapat driver tapi sering kali driver tidak bergerak! Dikira apk yg error atau gangguan jaringan ternyata sudah nunggu lama memang driver tidak bergerak hanya diterima otomatis oleh aplikasinya. Terima kasih",1,0,5.34.1,2025-10-04 10:27:01,5.34.1,saran kalau semisal kita dapat driver posisi aplikasi mereka on tolong jangan diterima secara otomatis terutama utk go car saya dapat driver tapi sering kali driver tidak bergerak dikira apk yg error atau gangguan jaringan ternyata sudah nunggu lama memang driver tidak bergerak hanya diterima otomatis oleh aplikasinya terima kasih
"aplikasi lemot berak, bukan baik makin lemot",1,0,,2025-10-04 10:18:18,,aplikasi lemot berak bukan baik makin lemot
good,5,1,,2025-10-04 10:09:53,,good
"Aplikasi buruk, pelayanan driver nya Sangat buruk",1,0,5.33.1,2025-10-04 9:54:34,5.33.1,aplikasi buruk pelayanan driver nya sangat buruk
"bisa bayar pakai dana, tunai dll,aplikasi nya sangat memudahkan pengguna",5,1,5.33.1,2025-10-04 9:42:31,5.33.1,bisa bayar pakai dana tunai dll aplikasi nya sangat memudahkan pengguna
udah lama dapet driver sampe berjam2 nunggunya harga lbh mahal udah gitu gak bisa dibatalin giliran sdh nunggu lama dibatalin😒😒😒,1,0,5.33.1,2025-10-04 9:10:01,5.33.1,udah lama dapet driver sampe berjam2 nunggunya harga lbh mahal udah gitu gak bisa dibatalin giliran sdh nunggu lama dibatalin
pengiriman tepat waktu,5,1,5.33.1,2025-10-04 9:01:28,5.33.1,pengiriman tepat waktu
bagus dan cepat,5,1,5.33.1,2025-10-04 8:56:43,5.33.1,bagus dan cepat
"Good lah, no debat",5,1,,2025-10-04 8:51:26,,good lah no debat
lawak fitur plus untuk gofood tadinya min 30rb skrg naik 40rb,1,0,,2025-10-04 8:39:31,,lawak fitur plus untuk gofood tadinya min 30rb skrg naik 40rb
"kenapa driver tiba2 batal ambil makanan? udh nunggu lama banget padahal. dicariin driver baru, estimasi tibanya molor lagi",1,0,5.33.1,2025-10-04 8:25:54,5.33.1,kenapa driver tiba2 batal ambil makanan udh nunggu lama banget padahal dicariin driver baru estimasi tibanya molor lagi
"maaf saya pelanggan gofood, kasih diskon, voucher, promo yang tidak harus di topup terus.........kasih semua pelanggan yang gak ribet......",3,0,,2025-10-04 8:11:07,,maaf saya pelanggan gofood kasih diskon voucher promo yang tidak harus di topup terus kasih semua pelanggan yang gak ribet
keren,5,1,,2025-10-04 7:54:42,,keren
w Zee yyy guhub yg www yyy syebyGG di rwt tv yh yg yyy y yg g ibu www r GG,2,0,5.27.2,2025-10-04 7:49:13,5.27.2,w zee yyy guhub yg www yyy syebygg di rwt tv yh yg yyy y yg g ibu www r gg
Mengecewakan,1,0,5.33.1,2025-10-04 7:47:58,5.33.1,mengecewakan
"aplikasi gak guna, mentang2 cuma deket pesen go car drivernya gak mau ngabarin klo gk bisa, ditelpon gak diangkat. walaupun deket gwa suka ngasih tip banyak, kadang gwa bayarnya 2x lebih mahal, cuz gwa jga tau klo harga segitu mobil pasti gak untung. minimal profesional lah, tau kok klo anda cari cuan, tapi ya tolong lah kabari konsumen nanti nego harga kan bisa. Sekian dari saya Trimakasih 🙏🏻 karena adminnya baik sya naikin dah bintang nya, tapi tolong berikan sanksi untuk driver2 it",5,1,5.33.1,2025-10-04 7:36:37,5.33.1,aplikasi gak guna mentang2 cuma deket pesen go car drivernya gak mau ngabarin klo gk bisa ditelpon gak diangkat walaupun deket gwa suka ngasih tip banyak kadang gwa bayarnya 2x lebih mahal cuz gwa jga tau klo harga segitu mobil pasti gak untung minimal profesional lah tau kok klo anda cari cuan tapi ya tolong lah kabari konsumen nanti nego harga kan bisa sekian dari saya trimakasih karena adminnya baik sya naikin dah bintang nya tapi tolong berikan sanksi untuk driver2 it
baru kali ini ok,5,1,5.29.2,2025-10-04 7:31:06,5.29.2,baru kali ini ok
good pelayanan,5,1,5.33.1,2025-10-04 7:30:55,5.33.1,good pelayanan
ok,5,1,5.33.1,2025-10-04 7:26:23,5.33.1,ok
top,5,1,5.33.1,2025-10-04 7:19:15,5.33.1,top
the best,5,1,5.33.1,2025-10-04 7:13:39,5.33.1,the best
"BUAT PARA CUSTOMER BUDIMAN, SEKARANG GOJEK SEMAKIN GAK MANUSIA TERHADAP DRIVER, JIKA KALIAN MESEN FOOD KEADAAN DINGIN ATAU LAMA, MAKLUMIN YA!! KAMi PARA DRIVER SEKARANG SEKALI JALAN MELAYANI DUA CUSTOMER FOOD, DAN RESTORAN BERBEDA LOKASI!! JADI KAMU MONDAR MANDIR KE 4 TITIK, DENGAN ONGKIR 10RIBU, GOJEK BANGS4AT!!",1,0,,2025-10-04 7:12:12,,buat para customer budiman sekarang gojek semakin gak manusia terhadap driver jika kalian mesen food keadaan dingin atau lama maklumin ya kami para driver sekarang sekali jalan melayani dua customer food dan restoran berbeda lokasi jadi kamu mondar mandir ke 4 titik dengan ongkir 10ribu gojek bangs4at
Mantap,5,1,5.33.1,2025-10-04 7:00:12,5.33.1,mantap
untuk kali ini tidak sasab,4,1,5.33.1,2025-10-04 6:57:24,5.33.1,untuk kali ini tidak sasab
woooy...ini gimana sih.. mau kasih tip driver pas udah selesai.. malah ga bisa.. bisa nya pas pesanan belum selesai.. jadi ga enak ma driver nya..menu tip ga muncul.. tolong menu tip tetep muncul lah setelah pesanan selesai.. kan qt kasih besaran tip tergantung drivernya bagus atau ga.. bikin pusing aja.. pesanan belum selesai kog harus kasih tip . . tolong benerin aplikasinya.. sudah update tetep ga muncul utk kasih tip nya..,3,0,5.33.1,2025-10-04 6:54:46,5.33.1,woooy ini gimana sih mau kasih tip driver pas udah selesai malah ga bisa bisa nya pas pesanan belum selesai jadi ga enak ma driver nya menu tip ga muncul tolong menu tip tetep muncul lah setelah pesanan selesai kan qt kasih besaran tip tergantung drivernya bagus atau ga bikin pusing aja pesanan belum selesai kog harus kasih tip tolong benerin aplikasinya sudah update tetep ga muncul utk kasih tip nya
Payah!,1,0,,2025-10-04 6:54:12,,payah
sampah,1,0,,2025-10-04 6:51:04,,sampah
sangat terbantu banget tau,5,1,5.33.1,2025-10-04 6:50:59,5.33.1,sangat terbantu banget tau
transaksi gojek melalui briva masih belum terupdate di gojek. saldo 421.661 dan 62443 sudah terpotong tetapi pihak gojek belum menerima. buat laporan dari tanggal 1 belum ada peningkatan samapai tanggal 4.cuma bantu follup aja tapi kenyataan nya tidak di tangani dengar cepat dan terkesan lama.sudah lapor melalui email dan telpon pihak cs gojek sampai pulsa habis 100rb hasilnya nol. saya akan ganti bintang kalau sudah terupdate dan kasus ini di tangani dengan baik oleh pihak gojek,1,0,5.33.1,2025-10-04 6:38:19,5.33.1,transaksi gojek melalui briva masih belum terupdate di gojek saldo 421 661 dan 62443 sudah terpotong tetapi pihak gojek belum menerima buat laporan dari tanggal 1 belum ada peningkatan samapai tanggal 4 cuma bantu follup aja tapi kenyataan nya tidak di tangani dengar cepat dan terkesan lama sudah lapor melalui email dan telpon pihak cs gojek sampai pulsa habis 100rb hasilnya nol saya akan ganti bintang kalau sudah terupdate dan kasus ini di tangani dengan baik oleh pihak gojek
cepat dan nyaman,5,1,5.32.1,2025-10-04 6:14:55,5.32.1,cepat dan nyaman
udah nunggu makanan lama malah seenaknya dibatalkan,2,0,,2025-10-04 6:04:28,,udah nunggu makanan lama malah seenaknya dibatalkan
mantep,5,1,5.14.2,2025-10-04 6:03:58,5.14.2,mantep
ok,5,1,5.33.1,2025-10-04 6:03:26,5.33.1,ok
okedah,5,1,5.33.1,2025-10-04 5:50:29,5.33.1,okedah
terimakasih dengan layanan yang terbaik,5,1,,2025-10-04 5:35:26,,terimakasih dengan layanan yang terbaik
bgus lek,5,1,5.33.1,2025-10-04 5:28:56,5.33.1,bgus lek
"Senantiasa menemani di saat butuh makan ,berpergian",5,1,,2025-10-04 5:22:27,,senantiasa menemani di saat butuh makan berpergian
"Tepat pada hari ini,4 Okt 2024,saya tidak bisa melakukan gofood,tertulis di aplikasi,apliksi sedang ramai di gunakan,mohon menunggu beberapa saat lagi,tp pesan goride gak ada masalah. Trus klo apliksi lagi bnyak d gunakan,kita gak bisa pake apliksinya,atau gimna c maksudnya..?",1,0,5.20.1,2025-10-04 5:20:47,5.20.1,tepat pada hari ini 4 okt 2024 saya tidak bisa melakukan gofood tertulis di aplikasi apliksi sedang ramai di gunakan mohon menunggu beberapa saat lagi tp pesan goride gak ada masalah trus klo apliksi lagi bnyak d gunakan kita gak bisa pake apliksinya atau gimna c maksudnya
pencipta gojek skarang pejabat korupsi lalu koruptor,3,0,5.34.1,2025-10-04 5:14:17,5.34.1,pencipta gojek skarang pejabat korupsi lalu koruptor
mantap,5,1,5.32.1,2025-10-04 5:13:42,5.32.1,mantap
sangat membantu,5,1,5.33.1,2025-10-04 5:09:09,5.33.1,sangat membantu
"aplikasi nya makin lama makin ruwet, apa apa nya g beres.. pantes ada isu pailit..",1,0,5.33.1,2025-10-04 5:00:22,5.33.1,aplikasi nya makin lama makin ruwet apa apa nya g beres pantes ada isu pailit
ok pisan,5,1,,2025-10-04 4:58:48,,ok pisan
👍,5,1,5.33.1,2025-10-04 4:52:50,5.33.1,
"udah berkali"" tiap order gofood susah dpt driver, giliran saya mau cancel disruh nunggu, jelas"" sya udh nunggu lama! tolong ya fitur cancelnya dipermudah, rugi waktu saya klo kyk gni trs""an!",1,0,5.31.2,2025-10-04 4:52:49,5.31.2,udah berkali tiap order gofood susah dpt driver giliran saya mau cancel disruh nunggu jelas sya udh nunggu lama tolong ya fitur cancelnya dipermudah rugi waktu saya klo kyk gni trs an
"dari dulu saya selalu pake gojek bayar pakai dana kenapa sekarang ga bisa pakai dana sih ,padahal itu ngebantu banget buat aku yang belum punya KTP kalo mau kemana mana ga ada yang nganter atau mau pesen makan. kalo pake gopay aku ga bisa belum ada KTP tolong dong Adain fitur dana lagi biar saya bisa terus pake gojek pliss makasih",4,1,5.33.1,2025-10-04 4:51:41,5.33.1,dari dulu saya selalu pake gojek bayar pakai dana kenapa sekarang ga bisa pakai dana sih padahal itu ngebantu banget buat aku yang belum punya ktp kalo mau kemana mana ga ada yang nganter atau mau pesen makan kalo pake gopay aku ga bisa belum ada ktp tolong dong adain fitur dana lagi biar saya bisa terus pake gojek pliss makasih
oke,5,1,5.34.1,2025-10-04 4:48:09,5.34.1,oke
di banyakin promo2 y,5,1,,2025-10-04 4:44:45,,di banyakin promo2 y
mantap,5,1,,2025-10-04 4:32:01,,mantap
bagus,5,1,5.33.1,2025-10-04 4:00:58,5.33.1,bagus
najis ojeknya kebanyakan minta tips mending KLO ada duitnya KLO ngga gimnq,1,0,5.33.1,2025-10-04 3:39:35,5.33.1,najis ojeknya kebanyakan minta tips mending klo ada duitnya klo ngga gimnq
"ANEH,KODE OTP SESUAI TAPI DIBILANG SALAH",1,0,,2025-10-04 3:36:25,,aneh kode otp sesuai tapi dibilang salah
ruar biasa 🙌🙌🙏,5,1,5.28.2,2025-10-04 3:05:14,5.28.2,ruar biasa
sangat membantu saya👍,5,1,5.33.1,2025-10-04 2:55:35,5.33.1,sangat membantu saya
Tidak memiliki perlindungan konsumen yang baik. Saya memiliki barang yang tertinggal di mobil pengemudi dan pengemudi tidak bisa dihubungi. ketika minta tolong ke pihak gojek hingga hari ini saya tidak mendapatkan respon apapun atas laporan saya.,1,0,,2025-10-04 2:49:46,,tidak memiliki perlindungan konsumen yang baik saya memiliki barang yang tertinggal di mobil pengemudi dan pengemudi tidak bisa dihubungi ketika minta tolong ke pihak gojek hingga hari ini saya tidak mendapatkan respon apapun atas laporan saya
"maaf nih, maaf pada Go-Jek tolong itu ada driver namanya haryono pakai nomor saya buat di jadikan nomor darurat di pinjol rupiah cepat, saya gak tau haryono siapa saya sudah lama tidak memakai apk Go-Jek karena kapasitas hp saya. saya terus terusan di telepon. tolong ya dengan sangat di beritahu kan itu haryononya. jangan jadikan nomor custamer / rendom buat hal hal gak baik",2,0,,2025-10-04 2:47:45,,maaf nih maaf pada go jek tolong itu ada driver namanya haryono pakai nomor saya buat di jadikan nomor darurat di pinjol rupiah cepat saya gak tau haryono siapa saya sudah lama tidak memakai apk go jek karena kapasitas hp saya saya terus terusan di telepon tolong ya dengan sangat di beritahu kan itu haryononya jangan jadikan nomor custamer rendom buat hal hal gak baik
memudahkan untuk saya pergi jika tidak ada yang mengantar,5,1,5.33.1,2025-10-04 2:46:14,5.33.1,memudahkan untuk saya pergi jika tidak ada yang mengantar
Gojek pelayanan terbaik,5,1,,2025-10-04 2:25:44,,gojek pelayanan terbaik
"Saran lo ya, klo di aplikasi ijo yg sebelah yang punya luar negeri tuh, sama² uda lama jadi pelanggan, tp limit paylater app sebelah bisa lho untuk jastip, express/send barang dan belanja di merchant tertentu, ya klo numpak motor mobil sama² lah gopaylater bisa dipake. Bok apa ga bisa di gopaylater juga mengakomodir jastipnya, gosend nya atau go go yang lainnya bayarnya pake paylater (bertanya dengan nada lemah lembut tipe tenor)?",4,1,,2025-10-04 2:09:33,,saran lo ya klo di aplikasi ijo yg sebelah yang punya luar negeri tuh sama uda lama jadi pelanggan tp limit paylater app sebelah bisa lho untuk jastip express send barang dan belanja di merchant tertentu ya klo numpak motor mobil sama lah gopaylater bisa dipake bok apa ga bisa di gopaylater juga mengakomodir jastipnya gosend nya atau go go yang lainnya bayarnya pake paylater bertanya dengan nada lemah lembut tipe tenor
"2 hari berturut turut saya pesan gocar hemat, selalu ngga jalan drivernya. Saya chat tidak pernah balas, akhirnya saya ganti ke gocar biasa. Tapi sama aja, lama.",2,0,5.33.1,2025-10-04 2:05:54,5.33.1,2 hari berturut turut saya pesan gocar hemat selalu ngga jalan drivernya saya chat tidak pernah balas akhirnya saya ganti ke gocar biasa tapi sama aja lama
Jangan Lelah Berbuat Baik Pejuang Keluarga Semoga Sehat Selalu,5,1,5.31.2,2025-10-04 2:00:13,5.31.2,jangan lelah berbuat baik pejuang keluarga semoga sehat selalu
"kenapa sih Sekarang kok eror, nyari driver gofood susah btull gajelasss!!!!",1,0,5.33.1,2025-10-04 1:51:55,5.33.1,kenapa sih sekarang kok eror nyari driver gofood susah btull gajelasss
bagus,5,1,5.34.1,2025-10-04 1:51:31,5.34.1,bagus
BUSET GOPAYLATER TERLAMBAT 3 HARI TAGIHAN 7000 JADI 57.000 MAU GK SEMAKIN MISKIN GIMANA RAKYAT INDONESIA INI,1,0,3.26.1,2025-10-04 1:48:29,3.26.1,buset gopaylater terlambat 3 hari tagihan 7000 jadi 57 000 mau gk semakin miskin gimana rakyat indonesia ini
ok,5,1,5.33.1,2025-10-04 1:44:22,5.33.1,ok
"Sejauh ini, Gojek maupun GoTo tidak pernah memberikan pelayanan yang kurang memuaskan. Saya cukup bahkan sangat puas dengan pelayanan yang didapatkan dari Aplikasi maupun dari Mitra.",5,1,5.34.1,2025-10-04 1:26:05,5.34.1,sejauh ini gojek maupun goto tidak pernah memberikan pelayanan yang kurang memuaskan saya cukup bahkan sangat puas dengan pelayanan yang didapatkan dari aplikasi maupun dari mitra
udah pesan makan ditunggu 1 jam lebih belum ada datang malah di bawa makanan ncs buat pribadi,1,0,,2025-10-04 1:16:47,,udah pesan makan ditunggu 1 jam lebih belum ada datang malah di bawa makanan ncs buat pribadi
aman cepat dan terpercaya,4,1,5.33.1,2025-10-04 0:58:25,5.33.1,aman cepat dan terpercaya
ok,5,1,5.33.1,2025-10-04 0:47:00,5.33.1,ok
"banyal driver pemalas bjir, ga gerak gerak",1,0,,2025-10-04 0:43:54,,banyal driver pemalas bjir ga gerak gerak
jl Raya Manukan Krajan blok 31 j no 5 Tandes Surabaya toko sumber rejeki,5,1,,2025-10-04 0:31:26,,jl raya manukan krajan blok 31 j no 5 tandes surabaya toko sumber rejeki
"tarif biaya utk perjalanan berulang di jarak yg sama lama2 semakin mahal dibandingkan Ojol yg lain padahal sudah pake label ""Hemat""",4,1,5.33.1,2025-10-04 0:22:16,5.33.1,tarif biaya utk perjalanan berulang di jarak yg sama lama2 semakin mahal dibandingkan ojol yg lain padahal sudah pake label hemat
penjemputan tepat dan sikap driver baik,5,1,5.33.1,2025-10-04 0:21:32,5.33.1,penjemputan tepat dan sikap driver baik
tolong di update lagi ya please kalau macet ngelag bahaya,5,1,5.31.2,2025-10-04 0:16:24,5.31.2,tolong di update lagi ya please kalau macet ngelag bahaya
kdng dapet driver nya yg galak.. huhuhuhu,3,0,,2025-10-04 0:09:58,,kdng dapet driver nya yg galak huhuhuhu
"pagi2 pesan gojek mau buat antar anak sekolah ehh bpk gojek ngomongnya nyolot krn nyasar dia blg titik saya salah bertaun2 pake aplikasi gojek dengan titik yang sama gk ada driver yang nyasar malah selalu tpat waktu,tp hari ini di jmput gojek dengan predikat juara pelayanan bintang 1 saya ubah reting gojeknya jadi bintang 1 emosi saya krn driver marahin saya di depan anak saya yg mau berangkat sekolah,untuk gojek klo tidak ada teguran buat drivernya saya unistal aplikasi ini",1,0,5.34.1,2025-10-04 0:01:28,5.34.1,pagi2 pesan gojek mau buat antar anak sekolah ehh bpk gojek ngomongnya nyolot krn nyasar dia blg titik saya salah bertaun2 pake aplikasi gojek dengan titik yang sama gk ada driver yang nyasar malah selalu tpat waktu tp hari ini di jmput gojek dengan predikat juara pelayanan bintang 1 saya ubah reting gojeknya jadi bintang 1 emosi saya krn driver marahin saya di depan anak saya yg mau berangkat sekolah untuk gojek klo tidak ada teguran buat drivernya saya unistal aplikasi ini
untuk gored ny makin lama makin mahal,2,0,5.33.1,2025-10-03 23:59:50,5.33.1,untuk gored ny makin lama makin mahal
Mantap,5,1,5.33.1,2025-10-03 23:57:42,5.33.1,mantap
jangan buka lowongan lagi driver di karawang. susah orderan,5,1,5.33.1,2025-10-03 23:52:25,5.33.1,jangan buka lowongan lagi driver di karawang susah orderan
good,5,1,5.34.1,2025-10-03 23:51:42,5.34.1,good
👍🏼👍🏼👍🏼👍🏼,5,1,5.34.1,2025-10-03 22:58:01,5.34.1,
lelet banget kalau hujan,2,0,5.6.2001,2025-10-03 22:52:31,5.6.2001,lelet banget kalau hujan
Keren an',2,0,5.33.1,2025-10-03 22:38:21,5.33.1,keren an
"masa iya ini yang masuk orderan ke driver 2 orderan, punya saya jadi lama diantarnya.",1,0,5.33.1,2025-10-03 22:28:38,5.33.1,masa iya ini yang masuk orderan ke driver 2 orderan punya saya jadi lama diantarnya
klau boleh saran tolong lah jangan kasih driver yg jauh untuk jemput ke lokasi pelanggaan sedangkan deket lokasi pelanggan kelihatan banyak driver,5,1,5.33.1,2025-10-03 21:36:51,5.33.1,klau boleh saran tolong lah jangan kasih driver yg jauh untuk jemput ke lokasi pelanggaan sedangkan deket lokasi pelanggan kelihatan banyak driver
blom tau..,3,0,,2025-10-03 21:18:05,,blom tau
"untuk pelayanan EMG lebih bagus dibanding aplikator lain ,cuma kasian driver banyak potongan",4,1,,2025-10-03 20:57:41,,untuk pelayanan emg lebih bagus dibanding aplikator lain cuma kasian driver banyak potongan
"gak lagi"" dah pakek apk ini,sekian dan terima kasih🤦‍♂️",1,0,5.33.1,2025-10-03 20:36:54,5.33.1,gak lagi dah pakek apk ini sekian dan terima kasih
"dapat drivernya jauh""",5,1,,2025-10-03 19:10:07,,dapat drivernya jauh
Okok,5,1,4.92.1,2025-10-03 19:09:49,4.92.1,okok
is the best,5,1,5.33.1,2025-10-03 18:58:24,5.33.1,is the best
"sangat buruk sekali, nyesel selalu pake aplikasi gojek.!!",1,0,5.20.1,2025-10-03 18:47:46,5.20.1,sangat buruk sekali nyesel selalu pake aplikasi gojek
Gojek Baik,3,0,5.34.1,2025-10-03 18:43:16,5.34.1,gojek baik
gopay pinjam lancar pembayaran tiba tiba pengajuan kembali di tolak dengan waktu yg gak masuk akal,1,0,5.34.1,2025-10-03 18:14:20,5.34.1,gopay pinjam lancar pembayaran tiba tiba pengajuan kembali di tolak dengan waktu yg gak masuk akal
Aanm1 Axel mau ikutan kuis?,5,1,5.33.1,2025-10-03 17:22:20,5.33.1,aanm1 axel mau ikutan kuis
pemeras tenaga driver,1,0,5.33.1,2025-10-03 17:21:21,5.33.1,pemeras tenaga driver
ok makasih ya,5,1,,2025-10-03 17:21:06,,ok makasih ya
makin kesini makin lama terutama gofods nya,1,0,,2025-10-03 16:35:40,,makin kesini makin lama terutama gofods nya
mantap deh,5,1,,2025-10-03 16:34:24,,mantap deh
"ini Gojek gmna si ,gofood beli makanan nya cma 30rb .eeh ongkir nya 30-40rb ,ngawur nih gojek .KOCAK",1,0,,2025-10-03 16:29:08,,ini gojek gmna si gofood beli makanan nya cma 30rb eeh ongkir nya 30 40rb ngawur nih gojek kocak
bagus dan mudah dipakai,5,1,5.33.1,2025-10-03 16:05:01,5.33.1,bagus dan mudah dipakai
bagus,5,1,5.33.1,2025-10-03 15:57:39,5.33.1,bagus
"Driver kurang bersyukur,tidak butuh duit kali yaa sampe cancel orderan org harus nunggu lama lgi wkwk",1,0,5.30.1,2025-10-03 15:55:01,5.30.1,driver kurang bersyukur tidak butuh duit kali yaa sampe cancel orderan org harus nunggu lama lgi wkwk
saya merasa sudah tidak ekonomis lagi...,3,0,5.33.1,2025-10-03 15:51:29,5.33.1,saya merasa sudah tidak ekonomis lagi
good,5,1,5.33.1,2025-10-03 15:29:01,5.33.1,good
saya jdi terbantu,5,1,5.33.1,2025-10-03 15:11:13,5.33.1,saya jdi terbantu
👍🏻👍🏻,5,1,5.32.1,2025-10-03 14:25:30,5.32.1,
"ga jelas lagi laper lapernya mau pesen go food malah dalam perbaikan, dalam perbaikan",1,0,,2025-10-03 14:18:31,,ga jelas lagi laper lapernya mau pesen go food malah dalam perbaikan dalam perbaikan
ok banget,5,1,5.33.1,2025-10-03 14:07:37,5.33.1,ok banget
𝗼𝗸,5,1,,2025-10-03 13:45:49,,
membantu,5,1,5.30.1,2025-10-03 13:41:19,5.30.1,membantu
"saya sdh 2 thn lbh berhenti dr gocar, begitu saya isi gopay yg trsambung ke akun gocar saya dl, langsung dipotong habis untuk iuran bpjs tk yg tak tau apa gunanya. aplikasi penipu",1,0,4.77.1,2025-10-03 13:31:00,4.77.1,saya sdh 2 thn lbh berhenti dr gocar begitu saya isi gopay yg trsambung ke akun gocar saya dl langsung dipotong habis untuk iuran bpjs tk yg tak tau apa gunanya aplikasi penipu
ok,5,1,5.34.1,2025-10-03 13:03:29,5.34.1,ok
mantul,5,1,,2025-10-03 12:50:19,,mantul
"percuma ada layanan gocar XL. mentang2 ongkosnya murah, supir seenaknya nerima orderan tapi gak kunjung tiba.",1,0,5.33.1,2025-10-03 12:44:40,5.33.1,percuma ada layanan gocar xl mentang2 ongkosnya murah supir seenaknya nerima orderan tapi gak kunjung tiba
"gojek sangat mengecewakan ini sudah berkali kali terjadi, sudah nunggu orderan gofood selama 1,5 jam tapi tidak dikirim2, setelah nya ada pilihan "" batalkan pesanan"" dan kita di kasih option a,b,c,d,e seolah olah pihak resto atau driver atau sy yg pelanggan yang bersalah. padahal aplikasi nya sendiri yang tidak becus ngelola nya. superrrrrr baddddd",2,0,,2025-10-03 12:35:41,,gojek sangat mengecewakan ini sudah berkali kali terjadi sudah nunggu orderan gofood selama 1 5 jam tapi tidak dikirim2 setelah nya ada pilihan batalkan pesanan dan kita di kasih option a b c d e seolah olah pihak resto atau driver atau sy yg pelanggan yang bersalah padahal aplikasi nya sendiri yang tidak becus ngelola nya superrrrrr baddddd
ok king bos,5,1,5.33.1,2025-10-03 12:25:36,5.33.1,ok king bos
"barusan pesan gojek ,saat otomatis dicarikan driver oleh sistem gojek ,dapat driver dan sudah naik perjalanan sampai tujuan. TApi setelah sampai di tujuan. ada yg tlpn driver yg ke-2 udah sampai dilokasi penjemputan. bisa dijelaskan ? karena itu merugikan pelanggan dan driver. ( akhirnya saya bayar juga semua ) terimakasih mohon penjelasannya",1,0,5.33.1,2025-10-03 12:17:18,5.33.1,barusan pesan gojek saat otomatis dicarikan driver oleh sistem gojek dapat driver dan sudah naik perjalanan sampai tujuan tapi setelah sampai di tujuan ada yg tlpn driver yg ke 2 udah sampai dilokasi penjemputan bisa dijelaskan karena itu merugikan pelanggan dan driver akhirnya saya bayar juga semua terimakasih mohon penjelasannya
Terima Kasih,5,1,5.34.1,2025-10-03 11:58:59,5.34.1,terima kasih
"tolong adakan fiture batalkan pesanan gomart, gara2 ga ada difiture itu saya kelamaan nunggu pesanan!",1,0,,2025-10-03 11:57:07,,tolong adakan fiture batalkan pesanan gomart gara2 ga ada difiture itu saya kelamaan nunggu pesanan
mantap,5,1,,2025-10-03 11:51:54,,mantap
ok,5,1,5.33.1,2025-10-03 11:48:21,5.33.1,ok
kereen la,5,1,5.33.1,2025-10-03 11:28:20,5.33.1,kereen la
"Gojek bikin semua jadi gak ribet, Happy syekali semenjak menggunakan gojek",5,1,5.33.1,2025-10-03 11:21:02,5.33.1,gojek bikin semua jadi gak ribet happy syekali semenjak menggunakan gojek
rasanyaa kurangg,4,1,5.33.1,2025-10-03 11:10:34,5.33.1,rasanyaa kurangg
aplikasi inii sangatt bagusan dann memudahkan sekaliii,5,1,5.33.1,2025-10-03 11:09:45,5.33.1,aplikasi inii sangatt bagusan dann memudahkan sekaliii
ongkir nya makin hari makin mahalll,1,0,5.30.1,2025-10-03 11:04:21,5.30.1,ongkir nya makin hari makin mahalll
heh gojek kalo ngasih itu cari yang dekat² saja jangan kasih yang jauh² kasian bego,1,0,,2025-10-03 11:03:10,,heh gojek kalo ngasih itu cari yang dekat saja jangan kasih yang jauh kasian bego
mantul,5,1,,2025-10-03 10:55:07,,mantul
Bagus,5,1,5.33.1,2025-10-03 10:50:28,5.33.1,bagus
